account_id,funding_fee_abs,mean_holding_minutes,funding_timing_ratio,funding_profit_ratio,ip_shared_count,mean_leverage,total_reward,shared_ip_bonus
A_853f70d58b,0.03245643625777632,78.08431161238427,0.4756944444444444,8.126088190457034e-05,1,85.58333333333333,106.0,1.0
A_6960c2ee08,0.4099887015601724,169.73112886364797,0.2066326530612245,0.005973086693405817,1,13.270408163265307,10.0,1.0
A_9a5e1e7fac,0.07226173909359886,37.34272484550525,0.29252704031465093,0.622971642356698,2,45.636811023622045,0.0,1.0
A_64a414bc30,0.2317802914749981,165.83798113049068,0.23337222870478413,0.019282811279521556,1,20.515151515151516,10.0,1.0
A_3b4f58349f,0.05927023485398966,66.85680418901515,0.36363636363636365,0.001718413687776144,1,1.6136363636363635,30.0,1.0
A_5cd5d675fd,0.007571319084819982,90.2676337088694,0.2573099415204678,0.0014168885927549634,1,18.017543859649123,12.2569515,1.0
A_ef035876f1,0.04783906968897383,73.32297443344828,0.2512908777969019,0.6415786860225001,1,29.02758620689655,0.0,1.0
A_27fd29fd55,0.1213600759624759,53.02829444710145,0.3090909090909091,0.0025680983559751374,1,63.737864077669904,10.0,1.0
A_3cab2969e5,0.015863817068738614,9.559071414268868,0.2566168009205984,0.00508948170873818,1,34.32808988764045,0.0,1.0
A_946b028740,0.010142979067841349,175.55751314140625,0.21705426356589147,0.04737124732877853,2,17.307692307692307,0.0,1.0
A_dae7cf0dd9,0.06227003689687877,454.00665631055557,0.15463917525773196,0.036451207217458266,1,9.911764705882353,0.0,1.0
A_06d5bd3da9,0.04703877765669831,193.03521844371795,0.26627218934911245,0.009883106217454956,1,39.97572815533981,10.0,1.0
A_6b3a8b213d,0.0,0.8186012018518518,0.6216216216216216,0.0,3,14.38888888888889,0.0,1.0
A_e95b2c5030,0.0,0.4788890552380953,0.22857142857142856,0.0,3,62.82857142857143,0.0,1.0
A_1f97e16953,81.79935485961798,23.47124976493055,0.39195979899497485,0.04249090998417598,3,20.494949494949495,0.0,1.0
A_7620582c70,0.0,0.030644326543209876,0.41975308641975306,0.0,1,5.0,20.0,1.0
A_7ba723a337,1.4611629182670447,59.41555038207547,0.13157894736842105,0.04097067075376514,1,25.75409836065574,0.0,1.0
A_94cf7bdada,0.02331449850773005,103.51658403247863,0.15384615384615385,0.0006444651228832137,1,18.205128205128204,0.0,1.0
A_8413984c30,87.7069039398544,85.04738612083332,0.20175438596491227,0.039559039482216354,2,10.426470588235293,0.0,1.0
A_8860be39b3,63.935834969537744,83.57682780352113,0.18410041841004185,0.012202223575158886,2,9.295774647887324,10.0,1.0
A_0ad0445c5a,10.435573368378705,22.68570569133987,0.25980392156862747,0.2693277276020814,1,8.176470588235293,9.99693998,1.0
A_2db64f326b,73.31082899819842,469.9646166408014,0.40716612377850164,0.42603814232484777,1,4.970059880239521,263.123581851044,1.0
A_f96ede8d34,8.520530660624065,193.28628350928383,0.7630922693266833,0.3761298202979814,2,13.581395348837209,796.0282943435294,2.0
A_d444580218,47.96629570241461,6.961226379281346,0.8727272727272727,0.36439644756236955,2,13.945701357466064,336.89586676478524,2.0
